X,Y,Name,description
9.276937,46.102788,Pianello del Lario,
9.694759,45.402174,Pianengo,
10.04306,45.809887,Pianico,
9.42934,46.13419,Piantedo,
9.927255,45.896488,Piario,
9.934951,46.159595,Piateda,
9.674049,45.946687,Piazza Brembana,
9.686948,45.991188,Piazzatorre,
9.670548,45.979788,Piazzolo,
9.610257,45.426174,Pieranica,
9.230356,45.02136,Pietra de' Giorgi,
8.961449,45.11286,Pieve Albignola,
10.123675,45.08957,Pieve d'Olmi,
8.804146,45.049957,Pieve del Cairo,
11.107797,45.033878,Pieve di Coriano,
9.20001983642578,45.3475006229918,Pieve Emanuele,
9.458357,45.263268,Pieve Fissiraga,
9.435759,45.109364,Pieve Porto Morone,
10.186275,45.130272,Pieve San Giacomo,
9.126036,45.956682,Pigra,
9.167254,45.069861,Pinarolo Po,
8.738725,46.100782,Pino sulla Sponda del Lago Maggiore,
9.32435,45.497973,Pioltello,
10.107261,45.810088,Pisogne,
10.534281,45.227777,Piubega,
9.420636,46.329795,Piuro,
9.049952,45.038559,Pizzale,
9.789865,45.18907,Pizzighettone,
9.224537,46.048586,Plesio,
11.118699,44.974876,Poggio Rusco,
9.92605,46.174795,Poggiridenti,
9.000642,45.541271,Pogliano Milanese,
9.157939,45.878481,Pognana Lario,
9.639955,45.586378,Pognano,
10.123964,45.661484,Polaveno,
9.989265,45.431977,Pompiano,
10.601288,44.931371,Pomponesco,
10.176769,45.46098,Poncarale,
9.0833333,45.9833333,Ponna,
10.508662,46.258603,Ponte di Legno,
9.977851,46.174996,Ponte in Valtellina,
9.225441,45.82658,Ponte Lambro,
9.096856,44.852555,Ponte Nizza,
9.883255,45.865687,Ponte Nossa,
9.584852,45.69628,Ponte San Pietro,
9.651752,45.732482,Ponteranica,
10.092471,45.274374,Pontevico,
10.685081,45.412083,Ponti sul Mincio,
9.498649,45.73238,Pontida,
9.569354,45.569177,Pontirolo Nuovo,
9.85346,45.56938,Pontoglio,
9.129835,46.038385,Porlezza,
9.318857,45.097563,Portalbera,
8.899233,45.902679,Porto Ceresio,
10.7666667,45.1833333,Porto Mantovano,
8.681627,45.959278,Porto Valtravaglia,
9.775447,46.174094,Postalesio,
10.050571,45.200272,Pozzaglio ed Uniti,
9.502952,45.572576,Pozzo d'Adda,
10.63298,45.406283,Pozzolengo,
9.456252,45.513975,Pozzuolo Martesana,
9.782255,45.745883,Pradalunga,
10.217574,45.265575,Pralboino,
9.395236,46.307194,Prata Camportaccio,
10.014361,45.680784,Predore,
9.007042,45.51597,Pregnana Milanese,
9.426241,46.051588,Premana,
9.874655,45.870187,Premolo,
10.39677,45.668287,Preseglie,
9.570351,45.69208,Presezzo,
10.308663,45.929593,Prestine,
10.422073,45.551384,Prevalle,
9.4166667,45.9833333,Primaluna,
9.245542,45.82828,Proserpio,
10.044663,45.635383,Provaglio d'Iseo,
10.433971,45.688788,Provaglio Val Sabbia,
10.509775,45.566785,Puegnago sul Garda,
9.869562,45.479277,Pumenengo,
9.281843,45.81388,Pusiano,
11.045796,45.039077,Quingentole,
9.618557,45.420474,Quintano,
10.008568,45.310875,Quinzano d'Oglio,
10.982295,45.005576,Quistello,
9.066334,45.996983,Ramponio Verna,
8.772729,45.915678,Rancio Valcuvia,
8.571427,45.798273,Ranco,
9.713354,45.723282,Ranica,
9.935058,45.788386,Ranzanico,
9.552743,46.10059,Rasura,
9.154653,45.113362,Rea,
9.202255,45.037961,Redavalle,
10.512282,45.166376,Redondesco,
10.371977,45.278377,Remedello,
9.279944,45.724378,Renate,
8.953839,45.616472,Rescaldina,
9.036153,44.949457,Retorbido,
11.131298,45.053478,Revere,
9.249741,45.866781,Rezzago,
10.316671,45.514182,Rezzato,
9.040143,45.530871,Rho,
9.72396,45.405674,Ricengo,
9.728962,45.301872,Ripalta Arpina,
9.692661,45.332472,Ripalta Cremasca,
9.703961,45.306072,Ripalta Guerina,
10.04356,45.776986,Riva di Solto,
9.013053,44.925756,Rivanazzano,
10.469783,45.027972,Rivarolo del Re ed Uniti,
10.433682,45.069973,Rivarolo Mantovano,
9.511454,45.470174,Rivolta d'Adda,
9.436848,45.691479,Robbiate,
8.591137,45.290561,Robbio,
8.766937,45.529269,Robecchetto con Induno,
10.076571,45.259374,Robecco d'Oglio,
9.150154,45.04836,Robecco Pavese,
8.885541,45.439067,Robecco sul Naviglio,
9.253158,44.97136,Rocca de' Giorgi,
9.108955,44.927857,Rocca Susella,
9.914463,45.464377,Roccafranca,
9.353151,45.476073,Rodano,
10.107165,45.599583,Rodengo-Saiano,
8.915234,45.823977,Rodero,
10.624984,45.199577,Rodigo,
10.488573,45.611986,Roe Volciano,
9.274043,45.782379,Rogeno,
9.090248,45.288466,Rognano,
10.132161,45.856589,Rogno,
9.484341,46.13609,Rogolo,
9.329762,44.839457,Romagnese,
9.781662,45.377374,Romanengo,
9.748358,45.524577,Romano di Lombardia,
8.983636,45.832278,Ronago,
10.154067,45.527181,Roncadelle,
9.275453,45.228166,Roncaro,
9.45495,45.602377,Roncello,
9.405348,45.666278,Ronco Briantino,
9.75235,45.955688,Roncobello,
10.939492,45.140579,Roncoferraro,
9.56065,45.768682,Roncola,
8.578938,45.25106,Rosasco,
9.017245,45.352867,Rosate,
9.512247,45.830883,Rota d'Imagna,
9.369546,45.738579,Rovagnate,
10.000063,45.565781,Rovato,
9.05114,45.664474,Rovellasca,
9.04044,45.655074,Rovello Porro,
10.768786,45.26808,Roverbella,
9.345859,45.006961,Rovescala,
9.983457,45.892989,Rovetta,
9.160548,45.381869,Rozzano,
9.887062,45.488578,Rudiano,
9.2741,44.929,Ruino,
10.420571,45.658587,Sabbio Chiese,
10.488484,44.997871,Sabbioneta,
9.166037,45.964183,Sala Comacina,
10.113563,45.703285,Sale Marasino,
9.385155,45.296569,Salerano sul Lambro,
10.530974,45.608587,Salo,
8.920534,45.870378,Saltrio,
9.779662,45.356674,Salvirola,
8.783435,45.625371,Samarate,
9.394037,46.242492,Samolaco,
9.149135,46.083486,San Bartolomeo Val Cavargna,
9.806965,45.242371,San Bassano,
10.931393,45.038176,San Benedetto Po,
9.282956,45.108963,San Cipriano Po,
9.486759,45.184067,San Colombano al Lambro,
9.346559,45.024862,San Damiano al Colle,
10.182276,45.06377,San Daniele Po,
9.27165,45.41807,San Donato Milanese,
9.0666667,45.9666667,San Fedele Intelvi,
10.551675,45.589486,San Felice del Benaco,
9.047438,45.808678,San Fermo della Battaglia,
9.722165,45.136368,San Fiorano,
9.178551,45.234765,San Genesio ed Uniti,
10.148671,45.307376,San Gervasio Bresciano,
11.033097,44.972575,San Giacomo delle Segnate,
9.371235,46.337694,San Giacomo Filippo,
8.790144,45.17486,San Giorgio di Lomellina,
10.87259,45.151978,San Giorgio di Mantova,
8.913739,45.573771,San Giorgio su Legnano,
9.65345,45.873885,San Giovanni Bianco,
10.37518,45.078872,San Giovanni in Croce,
9.291851,45.39427,San Giuliano Milanese,
10.518883,45.097474,San Martino dall'Argine,
10.316879,45.073272,San Martino del Lago,
9.526358,45.274969,San Martino in Strada,
9.135952,45.160963,San Martino Siccomario,
9.127434,46.089386,San Nazzaro Val Cavargna,
10.026767,45.370576,San Paolo,
9.802257,45.688382,San Paolo d'Argon,
9.664551,45.838384,San Pellegrino Terme,
9.697165,45.081966,San Rocco al Porto,
9.26877021789551,46.0656084613869,San Siro,
8.941339,45.585772,San Vittore Olona,
10.218469,45.492581,San Zeno Naviglio,
9.355253,45.327269,San Zenone al Lambro,
9.361758,45.108564,San Zenone al Po,
8.633327,45.875076,Sangiano,
8.906348,45.102259,Sannazzaro de' Burgondi,
9.226052,45.222365,Sant'Alessio con Vialone,
9.408656,45.238067,Sant'Angelo Lodigiano,
8.644439,45.247061,Sant'Angelo Lomellina,
9.536248,45.808383,Sant'Omobono Terme,
9.621147,45.984888,Santa Brigida,
9.399757,45.157565,Santa Cristina e Bissone,
9.183555,45.03396,Santa Giuletta,
9.240561,44.770155,Santa Margherita di Staffora,
9.296158,44.98916,Santa Maria della Versa,
9.374446,45.744279,Santa Maria Hoe,
9.735266,45.118567,Santo Stefano Lodigiano,
8.918141,45.487069,Santo Stefano Ticino,
10.195966,45.661685,Sarezzo,
9.96246,45.673383,Sarnico,
9.034641,45.627873,Saronno,
8.664442,45.114658,Sartirana Lomellina,
10.399663,46.080497,Saviore dell'Adamello,
8.909647,45.12586,Scaldasole,
10.305579,45.049771,Scandolara Ravara,
10.159773,45.221074,Scandolara Ripa d'Oglio,
9.735055,45.710782,Scanzorosciate,
9.102136,45.929782,Schignano,
10.157759,46.008793,Schilpario,
11.072997,44.994976,Schivenoglia,
9.59346,45.232869,Secugnago,
8.968742,45.491469,Sedriano,
9.624051,45.781783,Sedrina,
9.300049,45.494173,Segrate,
10.346862,46.055196,Sellero,
9.751154,45.782084,Selvino,
8.732643,45.137459,Semiana,
9.124544,45.576273,Senago,
10.177973,45.242674,Seniga,
9.11104,45.762977,Senna Comasco,
9.593862,45.151667,Senna Lodigiana,
9.200344,45.652376,Seregno,
9.701659,45.428875,Sergnano,
9.722855,45.683381,Seriate,
9.731252,45.871586,Serina,
10.366071,45.570284,Serle,
11.294002,45.004479,Sermide,
10.205256,46.224199,Sernio,
11.081796,45.066378,Serravalle a Po,
8.64923,45.728772,Sesto Calende,
9.914068,45.17647,Sesto ed Uniti,
9.241747,45.539373,Sesto San Giovanni,
9.387152,45.453572,Settala,
9.05204772949219,45.4822806616395,Settimo Milanese,
9.145943,45.642375,Seveso,
8.94785,45.040358,Silvano Pietra,
10.605179,45.468584,Sirmione,
9.322144,45.77268,Sirone,
9.330845,45.736579,Sirtori,
9.20315,45.314367,Siziano,
10.512675,45.527784,Soiano del Lago,
9.083042,45.614274,Solaro,
10.35628,45.081572,Solarolo Rainerio,
8.933135,45.789676,Solbiate,
8.814334,45.721974,Solbiate Arno,
8.885337,45.651473,Solbiate Olona,
10.566679,45.368581,Solferino,
10.02766,45.783486,Solto Collina,
9.49075,45.678679,Solza,
9.633463,45.149467,Somaglia,
8.708733,45.682972,Somma Lombardo,
9.086551,45.133162,Sommo,
9.869763,45.400076,Soncino,
10.324756,46.330103,Sondalo,
9.869149,46.168995,Sondrio,
9.989557,45.879488,Songavazzo,
10.35286,46.165499,Sonico,
9.363853,45.342169,Sordio,
9.856965,45.286473,Soresina,
9.384038,46.17259,Sorico,
9.655052,45.736282,Sorisole,
9.248741,45.877782,Sormano,
10.157675,45.108571,Sospiro,
9.50345,45.70568,Sotto il Monte Giovanni XXIII,
10.028459,45.814287,Sovere,
9.2666667,45.65,Sovico,
9.348557,45.113564,Spessa,
9.926369,45.14917,Spinadesco,
10.514884,45.060073,Spineda,
9.492255,45.398872,Spino d'Adda,
9.924158,45.767485,Spinone al Lago,
9.668856,45.582078,Spirano,
9.864248,46.220296,Spriana,
10.087974,45.07327,Stagno Lombardo,
9.275236,46.138788,Stazzona,
9.649254,45.65068,Stezzano,
9.300757,45.073062,Stradella,
9.57745,45.773082,Strozza,
8.742945,45.034656,Suardi,
9.333739,46.085788,Sueglio,
9.311543,45.816781,Suello,
9.50225,45.657078,Suisio,
9.426049,45.635277,Sulbiate,
10.100963,45.690385,Sulzano,
8.781633,45.737674,Sumirago,
11.018095,45.069878,Sustinente,
10.74309,44.991873,Suzzara,
9.36394,46.024486,Taceno,
8.619729,45.765873,Taino,
9.612944,46.138492,Talamona,
9.564847,45.893385,Taleggio,
9.678646,46.105891,Tartano,
9.4,45.3333333,Tavazzano con Villavesco,
9.14054,45.800679,Tavernerio,
10.046262,45.709385,Tavernola Bergamasca,
10.240565,45.746987,Tavernole sul Mella,
10.064753,46.172797,Teglio,
9.851659,45.628881,Telgate,
10.467961,46.248702,Temu,
8.69233,45.781674,Ternate,
9.530951,45.685479,Terno d'Isola,
9.661862,45.215269,Terranova dei Passerini,
9.827663,45.369274,Ticengo,
10.722476,45.740392,Tignale,
10.167855,46.215399,Tirano,
10.115467,45.512581,Torbole Casaglia,
9.594757,45.417473,Torlino Vimercati,
10.430781,45.104373,Tornata,
9.115838,45.85488,Torno,
9.083554,44.976958,Torrazza Coste,
8.670943,45.059956,Torre Beretti e Castellaro,
9.710154,45.714182,Torre Boldone,
9.317354,45.242767,Torre d'Arese,
9.076149,45.217464,Torre d'Isola,
9.480248,45.774081,Torre de' Busi,
9.334556,45.149665,Torre de' Negri,
10.286877,45.143573,Torre de' Picenardi,
9.763256,45.697182,Torre de' Roveri,
9.851547,46.233596,Torre di Santa Maria,
9.877063,45.446377,Torre Pallavicina,
9.296353,45.281967,Torrevecchia Pia,
10.29598,45.01897,Torricella del Pizzo,
9.173555,45.01996,Torricella Verzate,
10.608376,45.634488,Toscolano-Maderno,
10.248556,46.2461,Tovo di Sant'Agata,
8.907636,45.710974,Tradate,
9.532242,46.150191,Traona,
9.159652,45.149063,Travaco Siccomario,
10.080466,45.51908,Travagliato,
8.671429,45.804274,Travedona-Monate,
9.36614,46.076488,Tremenico,
9.218538,45.983484,Tremezzo,
10.757776,45.771493,Tremosine,
10.010665,45.477279,Trenzano,
9.842557,45.696483,Trescore Balneario,
9.624958,45.401573,Trescore Cremasco,
9.942551,46.175695,Tresivio,
9.589455,45.523776,Treviglio,
9.611953,45.67368,Treviolo,
10.461371,45.712889,Treviso Bresciano,
9.486652,45.582777,Trezzano Rosa,
9.066445,45.423069,Trezzano sul Naviglio,
9.519952,45.602977,Trezzo sull'Adda,
9.351837,46.17159,Trezzone,
9.378952,45.413371,Tribiano,
9.814863,45.329973,Trigolo,
9.269345,45.662676,Triuggio,
9.042748,45.258464,Trivolzio,
8.869545,45.210362,Tromello,
8.734325,46.090282,Tronzano Lago Maggiore,
9.035447,45.282965,Trovo,
9.468553,45.483874,Truccazzano,
9.621461,45.24887,Turano Lodigiano,
9.00424,45.657274,Turate,
8.741836,45.531368,Turbigo,
9.619351,45.783683,Ubiale Clanezzo,
9.00394,45.615273,Uboldo,
8.959635,45.823378,Uggiate-Trevano,
9.869661,45.515978,Urago d'Oglio,
9.693756,45.600579,Urgnano,
9.362448,45.647977,Usmate Velate,
9.587158,45.371972,Vaiano Cremasco,
9.603056,45.463375,Vailate,
9.167457,44.879057,Val di Nizza,
9.638043,46.215194,Val Masino,
9.111834,46.072685,Val Rezzo,
10.005855,46.034193,Valbondione,
9.609052,45.718581,Valbrembo,
9.298842,45.877382,Valbrona,
10.356955,46.434406,Valdisotto,
8.859946,45.15066,Valeggio,
9.336154,45.257167,Valera Fratta,
10.417356,46.461607,Valfurva,
8.823331,45.902278,Valganna,
9.913554,45.97489,Valgoglio,
9.413446,45.779281,Valgreghentino,
10.2833333,46.4833333,Valle di Dentro,
8.668542,45.153058,Valle Lomellina,
9.234454,45.171964,Valle Salimbene,
9.743749,46.02819,Valleve,
10.4,45.6,Vallio,
9.358244,45.846282,Valmadrera,
8.9333333,45.8166667,Valmorea,
9.689349,45.949087,Valnegra,
10.3666667,46.0833333,Valsaviore,
9.495347,45.827283,Valsecca,
9.05462265014648,46.0248596813497,Valsolda,
9.534945,45.977787,Valtorta,
9.234359,44.868657,Valverde,
10.595473,45.760691,Valvestino,
8.781036,45.57917,Vanzaghello,
8.994042,45.526971,Vanzago,
9.524752,45.577777,Vaprio d'Adda,
8.704031,45.774074,Varano Borghi,
9.156744,45.597974,Varedo,
9.283639,46.010885,Varenna,
8.821932,45.829076,Varese,
9.195259,44.823455,Varzi,
9.267846,45.608775,Vedano al Lambro,
8.885835,45.775976,Vedano Olona,
8.798727,46.070582,Veddasca,
9.542747,45.889585,Vedeseta,
9.270244,45.733878,Veduggio con Colzano,
9.182139,45.908382,Veleso,
8.737243,45.163359,Velezzo Lomellina,
9.099249,45.270665,Vellezzo Bellini,
9.32944,46.034386,Vendrogno,
8.896936,45.736875,Venegono Inferiore,
8.896735,45.754175,Venegono Superiore,
8.989738,45.719375,Veniano,
9.224544,45.688677,Verano Brianza,
9.335137,46.159489,Vercana,
9.454739,46.198692,Verceia,
9.424146,45.810482,Vercurago,
9.608054,45.601078,Verdellino,
9.628954,45.604778,Verdello,
9.433449,45.665578,Verderio Inferiore,
9.440349,45.667778,Verderio Superiore,
8.696132,45.722173,Vergiate,
8.979044,45.396267,Vermezzo,
9.060447,45.316366,Vernate,
10.075869,45.328176,Verolanuova,
10.057169,45.327075,Verolavecchia,
9.113153,45.03976,Verretto,
9.175353,45.106862,Verrua Po,
9.07294,45.724376,Vertemate con Minoprio,
9.853255,45.810386,Vertova,
10.239356,46.254,Vervio,
10.164574,45.175073,Vescovato,
10.39987,45.708888,Vestone,
9.324838,46.083287,Vestreno,
10.39706,46.238001,Vezza d'Oglio,
10.5333333,44.9333333,Viadana,
9.96146,45.684683,Viadanica,
9.236651,45.292267,Vidigulfo,
9.324945,45.724679,Vigano,
9.896158,45.726084,Vigano San Martino,
8.861143,45.311664,Vigevano,
8.910433,45.871678,Viggiu,
9.376651,45.496573,Vignate,
10.024761,45.716385,Vigolo,
8.787145,45.090658,Villa Biscossi,
10.1833333,45.6333333,Villa Carcina,
8.887739,45.567871,Villa Cortese,
9.461649,45.71398,Villa d'Adda,
9.614451,45.749682,Villa d'Alme,
9.930855,45.904689,Villa d'Ogna,
9.481137,46.330695,Villa di Chiavenna,
9.736154,45.724182,Villa di Serio,
10.133854,46.203898,Villa di Tirano,
9.026638,45.776477,Villa Guardia,
11.114498,45.002377,Villa Poma,
9.930966,45.355375,Villachiara,
9.042349,45.171662,Villanova d'Ardenghi,
9.481858,45.237968,Villanova del Sillaro,
9.364356,45.219467,Villanterio,
10.452773,45.600186,Villanuova sul Clisi,
9.310347,45.607976,Villasanta,
9.92976,45.667883,Villongo,
10.093757,45.998192,Vilminore di Scalve,
9.367048,45.611876,Vimercate,
9.285648,45.515373,Vimodrone,
10.447161,46.248402,Vione,
10.790489,45.119477,Virgilio,
10.372376,45.318378,Visano,
9.308254,45.210766,Vistarino,
8.952442,45.487969,Vittuone,
8.6865,45.6317,Vizzola Ticino,
9.348153,45.35587,Vizzolo Predabissi,
10.503473,45.640087,Vobarno,
9.001552,44.989258,Voghera,
10.301376,45.211875,Volongo,
9.296859,44.953059,Volpara,
10.658482,45.318681,Volta Mantovana,
10.332979,45.111973,Voltido,
9.853358,45.687882,Zandobbio,
9.685655,45.64088,Zanica,
9.26516,44.867457,Zavattarello,
9.201151,45.257866,Zeccone,
9.180539,45.904582,Zelbio,
9.432653,45.412472,Zelo Buon Persico,
8.985044,45.387667,Zelo Surrigone,
8.668341,45.19726,Zeme,
9.325658,45.054262,Zenevredo,
9.396058,45.110464,Zerbo,
9.012948,45.207163,Zerbolo,
9.119047,45.368168,Zibido San Giacomo,
9.02975,45.128361,Zinasco,
9.656151,45.791883,Zogno,
10.115862,45.763387,Zone,
